City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Bangalore,2,"Prestige Elysian, Bannerghatta Main Road, Bangalore",55000,772 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
Bangalore,3,"Prestige North Point, Kammanahalli, Bangalore",90000,1850 sqft,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors,Immediately
Bangalore,4,Yelahanka Bangalore,5.5 Lac,5900 sqft,Villa,Unfurnished,,,4,4,Bachelors/Family,Immediately
Bangalore,4,"TATA The Promont, Banashankari, Bangalore",1 Lac,3024 sqft,Flat,Semi-Furnished,South,"Garden/Park, Main Road",4,1,Bachelors,Immediately
Bangalore,3,"Brigade Laguna, Rachenahalli, Thanisandra, Bangalore",1.3 Lac,1408 sqft,Flat,Semi-Furnished,West,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,3,"NCC Urban Nagarjuna Premier, J P Nagar, Bangalore",65000,1750 sqft,Flat,Semi-Furnished,West,Garden/Park,2,2,Bachelors,Immediately
Bangalore,2,"Saroj Orchid, Kadugodi, Bangalore",32000,1160 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Bangalore,3,"Avalon Park At The Prestige City, Sarjapura, Bangalore",60000,1228 sqft,Flat,Semi-Furnished,West,Pool,3,2,Bachelors,Immediately
Bangalore,1,"Bhartiya City Nikoo Homes, Thanisandra, Bangalore",30000,675 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",1,1,Bachelors/Family,Immediately
Bangalore,2,"Sowparnika Indraprastha, Whitefield, Bangalore",25000,1050 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
Bangalore,3,"DNR Casablanca, Mahadevapura, Bangalore",85000,1400 sqft,Flat,Furnished,East,"Garden/Park, Pool",2,2,Bachelors,Immediately
Bangalore,5,"Sipani Royal Heritage, Chandapura, Bangalore",25000,631 sqft,Flat,Semi-Furnished,,,2,1,Bachelors/Family,Immediately
Bangalore,2,"Sumadhura Aspire Aurum, Whitefield, Bangalore",30000,640 sqft,Flat,Semi-Furnished,North,Pool,2,1,Family,From Feb '26
Bangalore,2,"Pride Pegasus, Hennur Main Road, Bangalore",36000,925 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,From Feb '26
Bangalore,3,"Siddanna Layout Stage 2 Banashankari, Bangalore",70000,1700 sqft,Flat,Semi-Furnished,North,Garden/Park,3,1,Family,Immediately
Bangalore,3,"Balaji Layout Cooke Town, Bangalore",2.5 Lac,4200 sqft,Flat,Semi-Furnished,North - East,Garden/Park,3,3,Bachelors/Family,Immediately
Bangalore,4,Whitefield Bangalore,4.5 Lac,2995 sqft,Villa,Semi-Furnished,East,Garden/Park,4,1,Bachelors/Family,Immediately
Bangalore,3,"L&T Raintree Boulevard, Hebbal, Bangalore",65000,1250 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,2,"Mantri Tranquil, Gubbalala, Subramanyapura, Bangalore",32000,1085 sqft,Flat,Semi-Furnished,,,2,2,Bachelors/Family,From Feb '26
Bangalore,1,"Hsr Layout, Bangalore",30000,600 sqft,Flat,Semi-Furnished,,,1,1,Bachelors/Family,Immediately
Bangalore,2,"Bhartiya City Nikoo Homes, Thanisandra, Bangalore",45000,1300 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,1,Bachelors/Family,Immediately
Bangalore,3,"Sobha Palm Court, Kogilu, Bangalore",54000,1100 sqft,Flat,Semi-Furnished,West,Pool,3,1,Bachelors/Family,Immediately
Bangalore,2,"Rohan Upavan, Hennur Main Road, Bangalore",36000,690 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Bangalore,3,"Incor Carmel Heights, Whitefield, Bangalore",65000,1760 sqft,Flat,Semi-Furnished,West,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,4,Venkateshappa Layout Devasthanagalu Bangalore,1 Lac,2982 sqft,Villa,Semi-Furnished,West,Garden/Park,5,2,Bachelors/Family,Immediately
Bangalore,4,Sarjapur Road Bangalore,2.2 Lac,3708 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,Bachelors,Immediately
Bangalore,4,"Brigade Jasmine, J P Nagar, Bangalore",1 Lac,2100 sqft,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
Bangalore,3,"Trifecta Retto, Chikkakannalli, Bangalore",48000,1020 sqft,Flat,Semi-Furnished,North - West,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,3,Bangalore,45000,1500 sqft,Flat,Semi-Furnished,North,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,2,"Kumari Ferns, Hsr Layout, Bangalore",42000,1250 sqft,Flat,Furnished,,,2,1,Bachelors/Family,Immediately
Bangalore,3,"Sobha Royal Pavilion, Hadosiddapura, Chikkakannalli, Bangalore",90000,1330 sqft,Flat,Semi-Furnished,North - West,"Garden/Park, Pool",4,2,Bachelors,Immediately
Bangalore,2,"Mana Capitol, Sarjapur Road, Bangalore",52000,800 sqft,Flat,Semi-Furnished,East,,2,1,Family,Immediately
Bangalore,3,"Brigade El Dorado, Huvinayakanahalli, Bangalore",23000,466 sqft,Flat,Semi-Furnished,East,,2,3,Bachelors/Family,Immediately
Bangalore,2,"Bren Celestia, Kaikondrahalli, Bangalore",55000,1250 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,2,Family,From Feb '26
Bangalore,4,RT Nagar Bangalore,1.2 Lac,3500 sqft,House,Semi-Furnished,North,Main Road,4,4,Bachelors/Family,Immediately
Bangalore,5,Sarjapur Road Bangalore,2.8 Lac,2850 sqft,Villa,Semi-Furnished,North,"Pool, Garden/Park",5,3,Bachelors,Immediately
Bangalore,3,"Prestige Lake Ridge, Uttarahalli Hobli, Bangalore",43000,1571 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Bangalore,3,"Shriram Signia, Electronic City, Bangalore",50000,1710 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Family,Immediately
Bangalore,3,"Sobha Windsor, Whitefield, Bangalore",65000,1817 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",3,1,Bachelors/Family,Immediately
Bangalore,3,"Brigade Metropolis, Mahadevapura, Bangalore",83000,1300 sqft,Flat,Semi-Furnished,North,Garden/Park,3,3,Bachelors/Family,Immediately
Bangalore,1,ITI Layout HSR Layout Bangalore,25000,500 sqft,House,Semi-Furnished,North,Main Road,1,,Bachelors,Immediately
Bangalore,3,"Puravankara Purva Skywood, Sarjapur Road, Bangalore",69500,1560 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Family,From Feb '26
Bangalore,3,"Brigade Cosmopolis, Whitefield, Bangalore",70000,1740 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Bangalore,3,"Godrej Air, Hoodi, Hoodi, Bangalore",74000,1015 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
Bangalore,3,"SJR Equinox, Electronic City, Bangalore",42000,1674 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,3,"Prestige Botanique, Basavanagudi, Bangalore",1.1 Lac,2200 sqft,Flat,Furnished,East,"Garden/Park, Main Road",3,3,Family,Immediately
Bangalore,4,"Whitefield, Bangalore",1.2 Lac,3000 sqft,Flat,Semi-Furnished,North - West,Main Road,4,2,Bachelors/Family,Immediately
Bangalore,3,"Brigade Millennium, Phase 7 JP Nagar, Bangalore",47000,1100 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
Bangalore,4,Phase 1 Electronics City Bangalore,52500,2695 sqft,Villa,Semi-Furnished,East,"Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
Bangalore,4,Whitefield Bangalore,1.2 Lac,3300 sqft,Villa,Semi-Furnished,East,Garden/Park,4,4,Bachelors,Immediately
Bangalore,2,"Concorde Auriga, Krishnarajapura, Bangalore",40000,1096 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Bangalore,3,"Doopanahalli, Indira nagar, Bangalore",1.1 Lac,1600 sqft,Flat,Furnished,East,"Garden/Park, Main Road",3,3,Family,Immediately
Bangalore,3,"Vision Vivere, Block 4 Koramangala, Bangalore",90000,1800 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
Bangalore,3,"Alpine Eco, Marathahalli, Bangalore",65000,1975 sqft,Flat,Semi-Furnished,East,Garden/Park,3,3,Bachelors/Family,Immediately
Bangalore,3,"Ozone Evergreens, Ambalipura Haralur, Bangalore",57000,1000 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,"natasha golf view apartments, Domlur, Domlur, Bangalore",65000,1900 sqft,Flat,Furnished,North,Pool,3,2,Bachelors/Family,Immediately
Bangalore,2,"Stage 1st Domlur, Bangalore",43000,951 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,2,"Alpine Fiesta, Whitefield, Bangalore",35000,1050 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
Bangalore,4,Indiranagar Bangalore,3 Lac,3300 sqft,House,Semi-Furnished,North,"Garden/Park, Main Road",4,4,Bachelors/Family,Immediately
Bangalore,4,"Avalon Park At The Prestige City, Sarjapura, Bangalore",1 Lac,1538 sqft,Flat,Unfurnished,North,"Garden/Park, Pool",4,2,Bachelors,Immediately
Bangalore,2,"Springfield Apartments, Sarjapur Road, Bangalore",60000,1350 sqft,Flat,Furnished,,,2,1,Bachelors/Family,From Feb '26
Bangalore,4,"Defence Colony, Defence Colony Indiranagar, Bangalore",2.5 Lac,3500 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",5,4,Bachelors/Family,Immediately
Bangalore,3,"Elita Promenade, Rbi Layout, J P Nagar, Bangalore",65000,1790 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,"Itpl, Whitefield, Bangalore",98000,1959 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,3,Bachelors/Family,Immediately
Bangalore,3,"Phoenix One Bangalore West, Rajajinagar, Bangalore",1.6 Lac,1500 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool",3,2,Bachelors,Immediately
Bangalore,4,Phase 2nd JP Nagar Bangalore,1.3 Lac,2975 sqft,House,Semi-Furnished,East,Main Road,4,2,Family,Immediately
Bangalore,3,"Prestige Shantiniketan, Whitefield, Bangalore",90000,2072 sqft,Flat,Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Bangalore,4,"Stage 2 Indiranagar, Bangalore",85000,2000 sqft,Flat,Semi-Furnished,,"Garden/Park, Main Road",4,3,Bachelors/Family,Immediately
Bangalore,3,"Janapriya Pine Grove, Hosa Road, off Hosur Road, Bangalore",49900,1906 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Bangalore,3,"Frazer Town, Bangalore",75000,1600 sqft,Flat,Semi-Furnished,North - West,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,3,"Prestige Smart City, Yamare, Bangalore",47000,1088 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,3,Horamavu Bangalore,1.5 Lac,3544 sqft,Villa,Semi-Furnished,North,Garden/Park,3,2,Bachelors,Immediately
Bangalore,2,"Brigade Millennium Mayflower, J P Nagar, Bangalore",40000,1175 sqft,Flat,Semi-Furnished,West,Garden/Park,2,1,Family,Immediately
Bangalore,3,"Puravankara Purva Seasons, CV Raman Nagar, Bangalore",86000,1836 sqft,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",3,3,Family,From Feb '26
Bangalore,1,RR Nagar Bangalore,18000,650 sqft,House,Semi-Furnished,East,"Garden/Park, Main Road",1,1,Bachelors,Immediately
Bangalore,3,"Mana Uber Verdant 2, Sarjapura, Bangalore",75000,1536 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors/Family,From Feb '26
Bangalore,2,"DS Max Spectrum, Silk Board Area, Bangalore",15000,758 sqft,Flat,Semi-Furnished,East,,2,2,Family,Immediately
Bangalore,2,"Eden At Brigade Cornerstone Utopia, Whitefield, Bangalore",48000,1242 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,From Feb '26
Bangalore,4,"Prestige Leela Residences, Kodihalli, Bangalore",3.4 Lac,1195 sqft,Flat,Furnished,East,,4,4,Bachelors/Family,Immediately
Bangalore,2,"Stage 2nd BTM Layout, Bangalore",43000,1500 sqft,Flat,Semi-Furnished,,Main Road,2,1,Bachelors,Immediately
Bangalore,3,"Block 3rd East Jayanagar, Bangalore",65000,1500 sqft,Flat,Semi-Furnished,North,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,3,"GP Aditya, Koramangala, Bangalore",1.1 Lac,1895 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",3,3,Bachelors,Immediately
Bangalore,3,"SMR Vinay Galaxy, Hoodi, Hoodi, Bangalore",70000,1500 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,3,Bachelors/Family,From Feb '26
Bangalore,2,"Hsr Layout, Bangalore",37000,1200 sqft,Flat,Semi-Furnished,South - East,Main Road,2,1,Bachelors/Family,Immediately
Bangalore,3,"Nandi Sunrise Apartments, Marathahalli, Bangalore",95000,1710 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,4,"Phoenix One Bangalore West, Rajajinagar, Bangalore",2.5 Lac,3300 sqft,Flat,Furnished,North,Main Road,4,2,Bachelors/Family,Immediately
Bangalore,3,"Richmond Town, Richmond Town, Bangalore",95000,2180 sqft,Flat,Furnished,East,Garden/Park,3,2,Family,Immediately
Bangalore,3,"Indiranagar, Bangalore",1.2 Lac,1960 sqft,Flat,Semi-Furnished,,Main Road,3,2,Bachelors/Family,Immediately
Bangalore,3,"Green Glen Layout, Bellandur, Bangalore",60000,1600 sqft,Flat,Furnished,North,Garden/Park,3,4,Bachelors/Family,Immediately
Bangalore,3,"Bagalur Main Road, Bangalore",40000,1100 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,2,"Ozone Evergreens, Ambalipura Haralur, Bangalore",46000,800 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,2,"Springfield Apartments, Sarjapur Road, Bangalore",55000,1200 sqft,Flat,Semi-Furnished,East,"Main Road, Pool, Garden/Park",2,2,Bachelors,From Feb '26
Bangalore,1,"Sector 1st HSR Layout, Bangalore",30000,570 sqft,Flat,Semi-Furnished,East,Garden/Park,1,1,Bachelors/Family,Immediately
Bangalore,4,"Bellandur, Outer Ring Road Bangalore",3.5 Lac,3900 sqft,Villa,Semi-Furnished,East,Main Road,4,2,Bachelors/Family,Immediately
Bangalore,2,"Rohan Jharoka 2, Bellandur, Outer Ring Road, Bangalore",56000,1320 sqft,Flat,Semi-Furnished,West,Garden/Park,2,2,Bachelors,Immediately
Bangalore,3,"Prestige Shantiniketan, Itpl, Whitefield, Bangalore",92500,1500 sqft,Flat,Furnished,North,Garden/Park,4,2,Family,Immediately
Bangalore,3,"Rajarajeshware Piccassso, Block 4th Jayanagar, Bangalore",1.3 Lac,2307 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
Bangalore,2,"Oakstone Paradise, Electronic City, Bangalore",27500,1150 sqft,Flat,Semi-Furnished,,Main Road,2,2,Bachelors,Immediately
Bangalore,3,"Sobha Palm Court, Kogilu, Bangalore",55000,1255 sqft,Flat,Semi-Furnished,North - West,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Bangalore,4,"Prestige Shantiniketan, Whitefield, Bangalore",1.5 Lac,3650 sqft,Flat,Semi-Furnished,North - East,Garden/Park,5,3,Bachelors/Family,Immediately
Bangalore,2,"Hoodi, Hoodi, Bangalore",45000,900 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,3,"Phoenix One Bangalore West, Rajajinagar, Bangalore",2.2 Lac,1277 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,"SJR Palazza City, Sarjapur Road, Bangalore",69400,1665 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",3,2,Bachelors,Immediately
Bangalore,4,Sarjapur Road Bangalore,1.3 Lac,2866 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool",4,2,Bachelors,Immediately
Bangalore,2,"Sector 2 HSR Layout, Bangalore",19000,850 sqft,Flat,Semi-Furnished,North,Main Road,2,1,Bachelors,From Feb '26
Bangalore,3,Sarjapur Road Bangalore,1.3 Lac,1800 sqft,Villa,Semi-Furnished,West,"Pool, Main Road",3,2,Bachelors,From Feb '26
Bangalore,3,"KBR Elite, Hebbal, Bangalore",70000,1400 sqft,Flat,Unfurnished,West,"Garden/Park, Main Road",3,1,Bachelors,Immediately
Bangalore,2,"Brigade Altamont, Hennur Main Road, Bangalore",35000,1160 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,2,"Prestige Sunrise Park, Gollahalli-Electronic City, Electronic City, Bangalore",35000,800 sqft,Flat,Semi-Furnished,North - East,Garden/Park,2,1,Family,Immediately
Bangalore,5,Indiranagar Bangalore,5.5 Lac,5659 sqft,Villa,Semi-Furnished,East,Garden/Park,6,2,Bachelors/Family,Immediately
Bangalore,3,"Mantri Serenity, Doddakallasandra, Konanakunte, Bangalore",41000,1280 sqft,Flat,Semi-Furnished,North,Garden/Park,2,2,Family,Immediately
Bangalore,4,Devanahalli Bangalore,4 Lac,9000 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool",4,4,Bachelors/Family,Immediately
Bangalore,2,"Godrej Woodsman Estate, Hebbal, Bangalore",52000,1150 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Bangalore,3,Sarjapur Road Bangalore,85000,2400 sqft,Villa,Semi-Furnished,North,"Main Road, Garden/Park, Pool",4,3,Bachelors/Family,Immediately
Bangalore,4,Junnasandra Bangalore,1.3 Lac,5500 sqft,Villa,Furnished,East,Garden/Park,4,2,Bachelors/Family,Immediately
Bangalore,1,"Prestige Song of the South, Begur Road, Bangalore",35000,500 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",1,1,Bachelors,Immediately
Bangalore,2,"Brigade Cornerstone Utopia, Varthur, Bangalore",52000,1242 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Bangalore,4,Sarjapur Road Bangalore,1.3 Lac,3700 sqft,Villa,Semi-Furnished,East,,4,1,Bachelors/Family,Immediately
Bangalore,2,"Prestige Falcon City, Konanakunte, Bangalore",52000,1204 sqft,Flat,Semi-Furnished,West,Garden/Park,2,1,Family,Immediately
Bangalore,2,"Springfield Apartments, Sarjapur Road, Bangalore",58000,1350 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Bangalore,3,"Phoenix One Bangalore West, Rajajinagar, Bangalore",1.9 Lac,1900 sqft,Flat,Semi-Furnished,North,Garden/Park,4,3,Bachelors,Immediately
Bangalore,2,"Brigade Halcyon At Brigade Cornerstone Utopia, Varthur, Bangalore",47000,880 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,3,"Prestige Notting Hill, Kalena Agrahara, Bangalore",65000,1800 sqft,Flat,Furnished,West,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,2,"Richmond Town, Richmond Town, Bangalore",50000,877 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Bangalore,3,"Phoenix One Bangalore West, Rajajinagar, Bangalore",2 Lac,2400 sqft,Flat,Furnished,,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,3,"DS Needs 3 Project 276, Bannerghatta Main Road, Bangalore",49000,1530 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Bangalore,3,"Brigade Exotica, Old Madras Road, Bangalore",1.2 Lac,2990 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,4,"Godrej Platinum, Hebbal, Bangalore",1.4 Lac,2800 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",5,3,Family,Immediately
Bangalore,4,Sarjapur Road Bangalore,60000,2500 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool",4,2,Bachelors/Family,Immediately
Bangalore,3,"Embassy Tranquil, Koramangala, Bangalore",1.3 Lac,1800 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
Bangalore,1,"Carmelaram, Bangalore",25000,608 sqft,Flat,Furnished,North,Main Road,1,1,Bachelors/Family,Immediately
Bangalore,3,"Avalon Park At The Prestige City, Sarjapura, Bangalore",63000,1112 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Bangalore,3,"Prestige Fairfield, Stage 2 RMV, Bangalore",1.3 Lac,2279 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,1,Bachelors,Immediately
Bangalore,3,"Block 4th Jayanagar, Bangalore",70000,2100 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,3,"Vaishnavi Premiere, Halasuru, Bangalore",2.3 Lac,2293 sqft,Flat,Semi-Furnished,North,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,2,"Battarahalli, Bangalore",32000,980 sqft,Flat,Furnished,West,Main Road,2,2,Bachelors,Immediately
Bangalore,3,"Embassy Pristine, Ibbaluru, Bangalore",1.8 Lac,2000 sqft,Flat,Semi-Furnished,North - West,Garden/Park,3,3,Family,Immediately
Bangalore,3,"Sobha Habitech, Whitefield, Bangalore",64000,1920 sqft,Flat,Furnished,,"Garden/Park, Pool",4,2,Bachelors/Family,Immediately
Bangalore,3,"Bren Imperia, Haralur, Bangalore",70000,1386 sqft,Flat,Semi-Furnished,West,Garden/Park,2,2,Bachelors/Family,From Feb '26
Bangalore,3,"Brigade Lakefront, Seetharampalya, Hoodi, Bangalore",90000,1860 sqft,Flat,Semi-Furnished,,Garden/Park,3,2,Bachelors,Immediately
Bangalore,3,"Renaissance Rainbow, Brookefield, Bangalore",68000,1700 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Bangalore,3,"Sobha Windsor, Whitefield, Bangalore",73000,1085 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Bangalore,3,"Sobha Indraprastha, Rajajinagar, Bangalore",1.2 Lac,2001 sqft,Flat,Semi-Furnished,East,"Main Road, Garden/Park, Pool",3,2,Bachelors/Family,Immediately
Bangalore,3,"Isha Misty Green, Channasandra, Bangalore",35000,1300 sqft,Flat,Semi-Furnished,East,,3,3,Bachelors,Immediately
Bangalore,2,Bangalore,52000,800 sqft,Flat,Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,2,"Nikoo Homes IV, BDS Layout, Bangalore",40000,800 sqft,Flat,Semi-Furnished,North,Garden/Park,2,2,Bachelors/Family,Immediately
Bangalore,3,"SMR Vinay Galaxy, Hudi, Bangalore",70000,1396 sqft,Flat,Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Bangalore,3,"L&T Raintree Boulevard, Sahakar Nagar, Bangalore",70000,1316 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,"Jal Vayu Vihar, Kalyan Nagar, Bangalore",95000,1450 sqft,Flat,Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,2,"Prestige Lake Ridge, Ankappa Layout, Bangalore",60000,1100 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Family,Immediately
Bangalore,3,"Avalon Park At The Prestige City, Sarjapur Road, Bangalore",65000,1088 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,2,"Shriram Smrithi, Sarjapura Attibele Road, Bangalore",22000,915 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool",2,1,Bachelors,Immediately
Bangalore,4,Devanahalli Bangalore,2.3 Lac,2940 sqft,Villa,Furnished,East,,4,2,Family,Immediately
Bangalore,3,"Toucans Nest, Assaye Road, Bangalore",1.8 Lac,1800 sqft,Flat,Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Bangalore,2,"Langford Road, Bangalore",85000,1200 sqft,Flat,Unfurnished,,"Garden/Park, Main Road",2,3,Bachelors,Immediately
Bangalore,3,"Embassy Pristine, Outer Ring Road, Bangalore",1.8 Lac,2697 sqft,Flat,Semi-Furnished,East,Garden/Park,4,2,Bachelors,Immediately
Bangalore,2,"Brigade Northridge, Jakkur, Bangalore",36000,940 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors,Immediately
Bangalore,4,Yelahanka New Town Bangalore,2.5 Lac,4300 sqft,Villa,Semi-Furnished,East,Main Road,4,4,Bachelors/Family,Immediately
Bangalore,3,"L And T Raintree Boulevard Phase 2, Hebbal, Bangalore",73000,1211 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,4,"Brigade Caladium, Hebbal, Bangalore",2 Lac,4000 sqft,Flat,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,,Bachelors,Immediately
Bangalore,2,"Sobha Dream Acres, Panathur, Bangalore",39000,1007 sqft,Flat,Semi-Furnished,North,Garden/Park,2,2,Bachelors,Immediately
Bangalore,4,"Varthur Road, Bangalore",30 Lac,900 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Bangalore,4,Nandi Hills Bangalore,4.5 Lac,9905 sqft,Villa,Semi-Furnished,East,"Pool, Garden/Park",4,2,Bachelors/Family,Immediately
Bangalore,2,"Prestige Primrose Hills, Stage 6th Banashankari, Bangalore",35000,650 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
Bangalore,1,"Godrej Avenues, Yelahanka, Bangalore",25000,706 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",1,1,Bachelors/Family,Immediately
Bangalore,4,Devanahalli Bangalore,1.5 Lac,3010 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,3,Bachelors/Family,Immediately
Bangalore,3,"Bhartiya Nikoo Homes, Thanisandra Main Road, Bangalore",60000,1099 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Bangalore,2,"Sarjapura, Bangalore",30000,700 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Bangalore,4,"Prestige White Meadows Villas, Whitefield, Bangalore",2.2 Lac,4111 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",5,4,Bachelors/Family,Immediately
